evid,etype,uw_evid
61623006,eq,uw61623006
61623791,eq,uw61623791
61613892,eq,uw61613892
61617462,px,uw61617462
61632956,px,uw61632956
61637576,eq,uw61637576
61638641,px,uw61638641
61633312,eq,uw61633312
61644786,eq,uw61644786
61644936,eq,uw61644936
61639552,px,uw61639552
61639737,eq,uw61639737
61653141,eq,uw61653141
61656046,eq,uw61656046
61656686,px,uw61656686
61647647,eq,uw61647647
61647862,eq,uw61647862
61660171,px,uw61660171
61660526,eq,uw61660526
61660551,eq,uw61660551
61661371,px,uw61661371
61662456,px,uw61662456
61664486,eq,uw61664486
61664581,eq,uw61664581
61656792,eq,uw61656792
61669026,eq,uw61669026
61658552,px,uw61658552
61663902,eq,uw61663902
61664047,px,uw61664047
61665182,px,uw61665182
61666657,px,uw61666657
61681771,eq,uw61681771
61682031,eq,uw61682031
61682971,eq,uw61682971
61685911,px,uw61685911
61686301,eq,uw61686301
61686306,px,uw61686306
61686821,eq,uw61686821
61680217,eq,uw61680217
61501233,lf,uw61501233
61683832,eq,uw61683832
61684702,eq,uw61684702
61696226,px,uw61696226
61689017,px,uw61689017
61700261,eq,uw61700261
61701226,px,uw61701226
61692597,eq,uw61692597
61693212,eq,uw61693212
61694267,px,uw61694267
61694552,eq,uw61694552
61694722,px,uw61694722
61704971,eq,uw61704971
61707206,eq,uw61707206
61707356,eq,uw61707356
61707391,eq,uw61707391
61717601,eq,uw61717601
61717906,eq,uw61717906
61721371,eq,uw61721371
61716437,eq,uw61716437
61716807,eq,uw61716807
61717102,eq,uw61717102
61717137,eq,uw61717137
61717187,eq,uw61717187
61717602,eq,uw61717602
61718042,eq,uw61718042
61718047,eq,uw61718047
61718752,eq,uw61718752
61729586,px,uw61729586
61729876,eq,uw61729876
61731666,eq,uw61731666
61738937,eq,uw61738937
61740107,px,uw61740107
61749386,eq,uw61749386
61743182,eq,uw61743182
61745172,eq,uw61745172
61754166,px,uw61754166
61501723,lf,uw61501723
61755951,eq,uw61755951
61751642,eq,uw61751642
61752267,eq,uw61752267
61752282,eq,uw61752282
61752502,eq,uw61752502
61762866,px,uw61762866
61765021,px,uw61765021
61766121,eq,uw61766121
61766966,lf,uw61766966
61760792,eq,uw61760792
61760802,eq,uw61760802
61761777,eq,uw61761777
61761782,eq,uw61761782
61761787,eq,uw61761787
61761802,eq,uw61761802
61761832,eq,uw61761832
61761837,eq,uw61761837
61761847,eq,uw61761847
61761977,eq,uw61761977
61762122,eq,uw61762122
61763112,eq,uw61763112
61763367,eq,uw61763367
61763392,eq,uw61763392
61763617,eq,uw61763617
61763637,eq,uw61763637
61763682,eq,uw61763682
61772286,eq,uw61772286
61772671,eq,uw61772671
61772691,eq,uw61772691
61772766,eq,uw61772766
61772771,eq,uw61772771
61772776,eq,uw61772776
61773026,eq,uw61773026
61773046,eq,uw61773046
61773061,eq,uw61773061
61773066,eq,uw61773066
61773071,eq,uw61773071
61773086,eq,uw61773086
61773161,eq,uw61773161
61764967,eq,uw61764967
61501778,eq,uw61501778
61775866,eq,uw61775866
61775891,eq,uw61775891
61501793,eq,uw61501793
61776486,eq,uw61776486
61776881,px,uw61776881
61777551,lf,uw61777551
61777751,lf,uw61777751
61782166,eq,uw61782166
61782746,eq,uw61782746
61501833,lf,uw61501833
61776202,lf,uw61776202
61777922,px,uw61777922
61778057,eq,uw61778057
61778377,lf,uw61778377
61778567,eq,uw61778567
61778667,eq,uw61778667
61778697,eq,uw61778697
61778862,eq,uw61778862
61778942,eq,uw61778942
61779122,px,uw61779122
61779157,px,uw61779157
61789046,px,uw61789046
61789256,px,uw61789256
61781437,px,uw61781437
61782577,px,uw61782577
61791846,lf,uw61791846
61785317,lf,uw61785317
61786522,su,uw61786522
61795671,eq,uw61795671
61787597,px,uw61787597
61787627,eq,uw61787627
61788642,su,uw61788642
61789482,su,uw61789482
61798331,eq,uw61798331
61798666,su,uw61798666
61790342,px,uw61790342
61790442,px,uw61790442
61790602,su,uw61790602
61790632,eq,uw61790632
61790902,px,uw61790902
61800106,su,uw61800106
61801236,su,uw61801236
61801916,eq,uw61801916
61802006,su,uw61802006
61802221,eq,uw61802221
61802866,px,uw61802866
61802931,su,uw61802931
61803926,px,uw61803926
61800147,eq,uw61800147
61803082,px,uw61803082
61812446,px,uw61812446
61803772,eq,uw61803772
61814491,px,uw61814491
61815516,px,uw61815516
61816026,px,uw61816026
61817736,px,uw61817736
61818676,px,uw61818676
61819136,eq,uw61819136
61820021,px,uw61820021
61820391,eq,uw61820391
61820746,lf,uw61820746
61821001,px,uw61821001
61821351,px,uw61821351
61821736,eq,uw61821736
61822386,eq,uw61822386
61822721,lf,uw61822721
61822801,px,uw61822801
61815082,px,uw61815082
61815177,px,uw61815177
61815962,px,uw61815962
61815967,px,uw61815967
61817402,px,uw61817402
61827001,eq,uw61827001
61827036,px,uw61827036
61820782,px,uw61820782
61830811,px,uw61830811
61822662,px,uw61822662
61824032,eq,uw61824032
61833061,px,uw61833061
61834661,px,uw61834661
61835326,px,uw61835326
61836191,px,uw61836191
61836421,px,uw61836421
61836476,px,uw61836476
61828047,px,uw61828047
61828912,eq,uw61828912
61832337,px,uw61832337
61841506,px,uw61841506
61842171,px,uw61842171
61835887,px,uw61835887
61836242,px,uw61836242
61837612,px,uw61837612
61837932,px,uw61837932
61840062,px,uw61840062
61842547,px,uw61842547
61851956,eq,uw61851956
61852311,px,uw61852311
61844292,lf,uw61844292
61847017,px,uw61847017
61848577,lf,uw61848577
61849792,px,uw61849792
61849882,lf,uw61849882
61851112,eq,uw61851112
61851207,lf,uw61851207
61851512,eq,uw61851512
61852817,lf,uw61852817
61852842,px,uw61852842
61853047,eq,uw61853047
61862176,lf,uw61862176
61862496,px,uw61862496
61862886,eq,uw61862886
61863086,eq,uw61863086
61863091,lf,uw61863091
61855012,eq,uw61855012
61855042,eq,uw61855042
61855647,px,uw61855647
61856207,lf,uw61856207
61856217,eq,uw61856217
61856452,lf,uw61856452
61857022,px,uw61857022
61857212,px,uw61857212
61857467,px,uw61857467
61857632,lf,uw61857632
61866671,px,uw61866671
61866796,lf,uw61866796
61867011,px,uw61867011
61867051,lf,uw61867051
61867156,eq,uw61867156
61502348,eq,uw61502348
61867286,eq,uw61867286
61867296,lf,uw61867296
61867516,eq,uw61867516
61868286,eq,uw61868286
61868306,lf,uw61868306
61868426,eq,uw61868426
61859467,eq,uw61859467
61859472,eq,uw61859472
61859502,lf,uw61859502
61859577,lf,uw61859577
61859667,lf,uw61859667
61859687,lf,uw61859687
61859777,eq,uw61859777
61859842,lf,uw61859842
61860307,eq,uw61860307
61860362,lf,uw61860362
61860482,eq,uw61860482
61860777,lf,uw61860777
61860987,lf,uw61860987
61861017,lf,uw61861017
61861162,px,uw61861162
61861227,lf,uw61861227
61862097,eq,uw61862097
61862327,lf,uw61862327
61862352,px,uw61862352
61862602,lf,uw61862602
61863097,lf,uw61863097
61863562,px,uw61863562
61863582,px,uw61863582
61863737,lf,uw61863737
61873091,lf,uw61873091
61873111,px,uw61873111
61873236,lf,uw61873236
61873256,px,uw61873256
61873311,px,uw61873311
61864472,eq,uw61864472
61864532,px,uw61864532
61865167,lf,uw61865167
61865502,lf,uw61865502
61866072,px,uw61866072
61866107,px,uw61866107
61866342,px,uw61866342
61866492,lf,uw61866492
61866727,lf,uw61866727
61866942,lf,uw61866942
61876121,px,uw61876121
61876216,lf,uw61876216
61876681,lf,uw61876681
61867747,eq,uw61867747
61868262,px,uw61868262
61868337,px,uw61868337
61868542,lf,uw61868542
61869422,lf,uw61869422
61869727,lf,uw61869727
61879051,px,uw61879051
61879141,px,uw61879141
61879276,px,uw61879276
61879371,lf,uw61879371
61879811,lf,uw61879811
61880326,px,uw61880326
61880396,px,uw61880396
61880561,px,uw61880561
61881046,lf,uw61881046
61881081,eq,uw61881081
61881876,px,uw61881876
61882246,px,uw61882246
61874202,px,uw61874202
61874427,eq,uw61874427
61874612,eq,uw61874612
61874742,lf,uw61874742
61875027,eq,uw61875027
61884226,px,uw61884226
61884231,px,uw61884231
61875892,lf,uw61875892
61876177,eq,uw61876177
61876372,eq,uw61876372
61876392,lf,uw61876392
61877007,eq,uw61877007
61877022,eq,uw61877022
61877282,lf,uw61877282
61886521,eq,uw61886521
61877912,lf,uw61877912
61878372,px,uw61878372
61878937,px,uw61878937
61888446,px,uw61888446
61888711,lf,uw61888711
61889131,px,uw61889131
61889236,px,uw61889236
61502313,px,uw61502313
61890821,eq,uw61890821
61890891,px,uw61890891
61891146,px,uw61891146
61893681,px,uw61893681
61893846,px,uw61893846
61893896,eq,uw61893896
61886017,px,uw61886017
61886242,px,uw61886242
61896076,eq,uw61896076
61896246,eq,uw61896246
61897216,eq,uw61897216
61897786,eq,uw61897786
61897846,eq,uw61897846
61897886,eq,uw61897886
61897991,eq,uw61897991
61898081,px,uw61898081
61899086,eq,uw61899086
61899161,eq,uw61899161
61502338,eq,uw61502338
61899166,eq,uw61899166
61902031,px,uw61902031
61903566,px,uw61903566
61903571,px,uw61903571
61903846,eq,uw61903846
61903951,px,uw61903951
61904006,eq,uw61904006
61904271,px,uw61904271
61904601,px,uw61904601
61904951,px,uw61904951
61896732,px,uw61896732
61896782,px,uw61896782
61906701,eq,uw61906701
61906951,px,uw61906951
61907006,eq,uw61907006
61898227,eq,uw61898227
61899852,eq,uw61899852
61900402,eq,uw61900402
61900427,eq,uw61900427
61900707,eq,uw61900707
61900917,px,uw61900917
61901157,px,uw61901157
61901322,eq,uw61901322
61503243,eq,uw61503243
61911096,eq,uw61911096
61911196,eq,uw61911196
61911546,eq,uw61911546
61903507,eq,uw61903507
61904097,px,uw61904097
61904377,eq,uw61904377
61904707,px,uw61904707
61904767,eq,uw61904767
61905637,px,uw61905637
61906052,eq,uw61906052
61915501,eq,uw61915501
61916091,px,uw61916091
61916101,px,uw61916101
61916406,px,uw61916406
61916456,eq,uw61916456
61916791,eq,uw61916791
61917876,px,uw61917876
61918051,eq,uw61918051
61919416,px,uw61919416
61919426,px,uw61919426
61912347,px,uw61912347
61921986,eq,uw61921986
61923221,eq,uw61923221
61923336,px,uw61923336
61923341,px,uw61923341
61923911,px,uw61923911
61915302,eq,uw61915302
61915897,px,uw61915897
61916257,px,uw61916257
61916907,lf,uw61916907
61916917,lf,uw61916917
61917027,eq,uw61917027
61926801,eq,uw61926801
61926831,lf,uw61926831
61927191,lf,uw61927191
61918542,eq,uw61918542
61918547,eq,uw61918547
61918697,px,uw61918697
61918807,su,uw61918807
61918902,lf,uw61918902
61918922,px,uw61918922
61918997,eq,uw61918997
61919367,px,uw61919367
61919977,lf,uw61919977
61929966,lf,uw61929966
61930561,lf,uw61930561
61930856,su,uw61930856
61931676,eq,uw61931676
61932341,lf,uw61932341
61933001,lf,uw61933001
61935041,su,uw61935041
61935131,px,uw61935131
61927067,lf,uw61927067
61936556,lf,uw61936556
61936986,su,uw61936986
61937096,px,uw61937096
61937306,eq,uw61937306
61928807,lf,uw61928807
61938201,eq,uw61938201
61938266,lf,uw61938266
61938471,px,uw61938471
61938606,lf,uw61938606
61938841,eq,uw61938841
61938866,eq,uw61938866
61939256,lf,uw61939256
61939941,lf,uw61939941
61931777,px,uw61931777
61931867,lf,uw61931867
61931917,eq,uw61931917
61931997,eq,uw61931997
61932087,eq,uw61932087
61932267,eq,uw61932267
61932342,lf,uw61932342
61933037,lf,uw61933037
61933492,lf,uw61933492
61942516,eq,uw61942516
61942576,lf,uw61942576
61942861,lf,uw61942861
61943246,lf,uw61943246
61943281,eq,uw61943281
61943701,lf,uw61943701
61944311,lf,uw61944311
61944416,px,uw61944416
61944556,lf,uw61944556
61944751,px,uw61944751
61936237,lf,uw61936237
61937292,eq,uw61937292
61937302,lf,uw61937302
61937357,lf,uw61937357
61937557,eq,uw61937557
61937712,px,uw61937712
61937972,lf,uw61937972
61938077,eq,uw61938077
61938222,lf,uw61938222
61938237,eq,uw61938237
61938537,eq,uw61938537
61938557,eq,uw61938557
61938787,lf,uw61938787
61939222,lf,uw61939222
61939242,eq,uw61939242
61948641,eq,uw61948641
61940602,lf,uw61940602
61940612,px,uw61940612
61940977,lf,uw61940977
61941057,eq,uw61941057
61941392,lf,uw61941392
61941587,lf,uw61941587
61941657,eq,uw61941657
61941817,lf,uw61941817
61942152,su,uw61942152
61942202,eq,uw61942202
61942752,lf,uw61942752
61943037,lf,uw61943037
61943217,lf,uw61943217
61502833,eq,uw61502833
61943572,lf,uw61943572
61943947,px,uw61943947
61953621,lf,uw61953621
61954101,lf,uw61954101
61945642,lf,uw61945642
61946632,eq,uw61946632
61946772,px,uw61946772
61947442,lf,uw61947442
61947572,lf,uw61947572
61956746,lf,uw61956746
61957006,lf,uw61957006
61957101,lf,uw61957101
61957486,eq,uw61957486
61957606,eq,uw61957606
61958006,px,uw61958006
61958071,eq,uw61958071
61949892,lf,uw61949892
61960396,eq,uw61960396
61960561,lf,uw61960561
61960906,px,uw61960906
61961296,px,uw61961296
61961741,lf,uw61961741
61953862,lf,uw61953862
61962891,eq,uw61962891
61963166,lf,uw61963166
61964291,lf,uw61964291
61964706,lf,uw61964706
61964861,eq,uw61964861
61965106,lf,uw61965106
61965121,eq,uw61965121
61965641,lf,uw61965641
61965646,lf,uw61965646
61958037,px,uw61958037
61958247,px,uw61958247
61958472,lf,uw61958472
61959227,eq,uw61959227
61959357,eq,uw61959357
61959807,px,uw61959807
61959967,eq,uw61959967
61960237,lf,uw61960237
61960687,px,uw61960687
61961207,eq,uw61961207
61971021,lf,uw61971021
61971676,lf,uw61971676
61972211,px,uw61972211
61972266,eq,uw61972266
61972271,eq,uw61972271
61972281,lf,uw61972281
61972736,px,uw61972736
61973211,eq,uw61973211
61973331,eq,uw61973331
61973451,eq,uw61973451
61966522,lf,uw61966522
61976111,eq,uw61976111
61976136,eq,uw61976136
61976306,px,uw61976306
61976771,eq,uw61976771
61978286,px,uw61978286
61978296,eq,uw61978296
61978491,eq,uw61978491
61980231,lf,uw61980231
61980686,lf,uw61980686
61980716,eq,uw61980716
61981506,lf,uw61981506
61982181,px,uw61982181
61983056,eq,uw61983056
61983091,lf,uw61983091
61983886,px,uw61983886
61975327,eq,uw61975327
61984826,lf,uw61984826
61987246,lf,uw61987246
61980642,lf,uw61980642
61990451,lf,uw61990451
61991046,px,uw61991046
61991126,eq,uw61991126
61991611,px,uw61991611
61991951,eq,uw61991951
61991956,lf,uw61991956
61992776,px,uw61992776
61985207,lf,uw61985207
61503063,lf,uw61503063
61987742,px,uw61987742
61987907,lf,uw61987907
61988352,eq,uw61988352
61988392,eq,uw61988392
61988757,px,uw61988757
61988777,px,uw61988777
61997621,su,uw61997621
61997856,eq,uw61997856
61998876,px,uw61998876
61998956,px,uw61998956
61999706,su,uw61999706
62001191,eq,uw62001191
61993692,px,uw61993692
61994347,lf,uw61994347
61996302,lf,uw61996302
61996422,eq,uw61996422
61996427,eq,uw61996427
61996817,su,uw61996817
61998902,su,uw61998902
61999162,lf,uw61999162
62007721,px,uw62007721
62008611,lf,uw62008611
62008936,su,uw62008936
62009616,eq,uw62009616
62009721,eq,uw62009721
62010436,eq,uw62010436
62011461,eq,uw62011461
62004887,eq,uw62004887
62005052,su,uw62005052
62005492,lf,uw62005492
62006457,lf,uw62006457
62006687,lf,uw62006687
62007192,lf,uw62007192
62008052,lf,uw62008052
62008057,lf,uw62008057
62008062,eq,uw62008062
62008072,eq,uw62008072
62016611,px,uw62016611
62016661,lf,uw62016661
62017076,lf,uw62017076
62017166,lf,uw62017166
62017411,lf,uw62017411
62017631,eq,uw62017631
62017671,eq,uw62017671
62017696,eq,uw62017696
62017961,lf,uw62017961
62018016,eq,uw62018016
62018061,lf,uw62018061
62018251,eq,uw62018251
62010547,lf,uw62010547
62011227,lf,uw62011227
62011702,lf,uw62011702
62019971,lf,uw62019971
62020311,lf,uw62020311
62020701,lf,uw62020701
62013312,lf,uw62013312
62013477,lf,uw62013477
62022091,lf,uw62022091
62022831,lf,uw62022831
62023161,px,uw62023161
62023401,px,uw62023401
62015567,lf,uw62015567
62016182,su,uw62016182
62016367,eq,uw62016367
62016442,lf,uw62016442
62016452,lf,uw62016452
62016707,su,uw62016707
62017242,lf,uw62017242
62017257,eq,uw62017257
62017402,px,uw62017402
62017652,lf,uw62017652
62017692,lf,uw62017692
62017937,eq,uw62017937
62026086,lf,uw62026086
62026276,px,uw62026276
62026491,su,uw62026491
62026781,lf,uw62026781
62027116,lf,uw62027116
62027401,lf,uw62027401
62027751,su,uw62027751
62020507,px,uw62020507
62020652,lf,uw62020652
62020722,eq,uw62020722
62020927,px,uw62020927
62020992,lf,uw62020992
62021127,lf,uw62021127
62021487,lf,uw62021487
62021677,lf,uw62021677
62021922,px,uw62021922
62021952,eq,uw62021952
61503193,eq,uw61503193
62021957,eq,uw62021957
62022022,lf,uw62022022
62022057,su,uw62022057
62030321,lf,uw62030321
62030431,lf,uw62030431
62030706,lf,uw62030706
62030796,su,uw62030796
62031001,px,uw62031001
62031041,lf,uw62031041
62031646,px,uw62031646
62031731,lf,uw62031731
62031996,su,uw62031996
62032596,lf,uw62032596
62032771,lf,uw62032771
62033026,px,uw62033026
62033166,eq,uw62033166
62033171,lf,uw62033171
62033921,eq,uw62033921
62033951,su,uw62033951
62034471,su,uw62034471
62034766,lf,uw62034766
62034956,lf,uw62034956
62035066,px,uw62035066
62035141,px,uw62035141
62035161,su,uw62035161
62035331,eq,uw62035331
62027632,su,uw62027632
62028137,lf,uw62028137
62036681,lf,uw62036681
62036781,eq,uw62036781
62036811,lf,uw62036811
62037421,eq,uw62037421
62037451,eq,uw62037451
62038316,eq,uw62038316
62038436,px,uw62038436
62038496,px,uw62038496
61503223,eq,uw61503223
62039171,lf,uw62039171
62039691,px,uw62039691
62039841,lf,uw62039841
62039881,lf,uw62039881
62040276,su,uw62040276
62040401,lf,uw62040401
62041081,lf,uw62041081
62041276,px,uw62041276
62041616,su,uw62041616
62041881,lf,uw62041881
62042336,eq,uw62042336
62042451,lf,uw62042451
62042596,lf,uw62042596
62042776,lf,uw62042776
62043231,lf,uw62043231
62043341,px,uw62043341
62043501,eq,uw62043501
62043736,lf,uw62043736
62043866,px,uw62043866
62044106,eq,uw62044106
62044186,lf,uw62044186
62044236,px,uw62044236
62044371,lf,uw62044371
62044846,eq,uw62044846
62044871,su,uw62044871
62045106,eq,uw62045106
62045291,eq,uw62045291
62045406,su,uw62045406
62045446,eq,uw62045446
62037542,su,uw62037542
62047166,px,uw62047166
62047231,px,uw62047231
62047526,px,uw62047526
62048201,px,uw62048201
62048211,px,uw62048211
62048341,lf,uw62048341
62048931,lf,uw62048931
62049551,lf,uw62049551
62049821,lf,uw62049821
62050111,eq,uw62050111
62050116,lf,uw62050116
62042207,eq,uw62042207
62042352,lf,uw62042352
62043412,su,uw62043412
62043527,px,uw62043527
62043717,lf,uw62043717
62052801,px,uw62052801
62053036,px,uw62053036
62053286,su,uw62053286
62045207,su,uw62045207
62045242,eq,uw62045242
62053576,px,uw62053576
62053776,px,uw62053776
62053891,su,uw62053891
62054111,su,uw62054111
62054441,px,uw62054441
62054486,su,uw62054486
62054636,eq,uw62054636
62055021,px,uw62055021
62055146,px,uw62055146
62055581,su,uw62055581
62055756,su,uw62055756
62055951,px,uw62055951
62055956,su,uw62055956
62056111,su,uw62056111
62056421,px,uw62056421
62056731,su,uw62056731
62056946,px,uw62056946
62057241,su,uw62057241
62049332,px,uw62049332
62049362,su,uw62049362
62049537,su,uw62049537
62049677,px,uw62049677
62058006,px,uw62058006
62058396,eq,uw62058396
62058761,eq,uw62058761
62059336,su,uw62059336
62051272,su,uw62051272
62051897,px,uw62051897
62060631,su,uw62060631
62060736,eq,uw62060736
62061241,su,uw62061241
62061261,su,uw62061261
62061341,px,uw62061341
62063601,su,uw62063601
62063966,px,uw62063966
62065416,lf,uw62065416
62066576,su,uw62066576
62059042,px,uw62059042
62059087,su,uw62059087
61503588,su,uw61503588
62060057,su,uw62060057
62060082,px,uw62060082
62060157,eq,uw62060157
62060642,su,uw62060642
62060847,su,uw62060847
62061782,su,uw62061782
